timestep_index,time_fs,tdc_total_1_per_ps,atom001_cart1_1_per_ps,atom001_cart2_1_per_ps,atom001_cart3_1_per_ps,atom002_cart1_1_per_ps,atom002_cart2_1_per_ps,atom002_cart3_1_per_ps,atom003_cart1_1_per_ps,atom003_cart2_1_per_ps,atom003_cart3_1_per_ps,atom004_cart1_1_per_ps,atom004_cart2_1_per_ps,atom004_cart3_1_per_ps,atom005_cart1_1_per_ps,atom005_cart2_1_per_ps,atom005_cart3_1_per_ps,atom006_cart1_1_per_ps,atom006_cart2_1_per_ps,atom006_cart3_1_per_ps,atom007_cart1_1_per_ps,atom007_cart2_1_per_ps,atom007_cart3_1_per_ps,atom008_cart1_1_per_ps,atom008_cart2_1_per_ps,atom008_cart3_1_per_ps,atom009_cart1_1_per_ps,atom009_cart2_1_per_ps,atom009_cart3_1_per_ps,atom010_cart1_1_per_ps,atom010_cart2_1_per_ps,atom010_cart3_1_per_ps,atom011_cart1_1_per_ps,atom011_cart2_1_per_ps,atom011_cart3_1_per_ps,atom012_cart1_1_per_ps,atom012_cart2_1_per_ps,atom012_cart3_1_per_ps,atom013_cart1_1_per_ps,atom013_cart2_1_per_ps,atom013_cart3_1_per_ps,atom014_cart1_1_per_ps,atom014_cart2_1_per_ps,atom014_cart3_1_per_ps,atom015_cart1_1_per_ps,atom015_cart2_1_per_ps,atom015_cart3_1_per_ps,atom016_cart1_1_per_ps,atom016_cart2_1_per_ps,atom016_cart3_1_per_ps,atom017_cart1_1_per_ps,atom017_cart2_1_per_ps,atom017_cart3_1_per_ps,atom018_cart1_1_per_ps,atom018_cart2_1_per_ps,atom018_cart3_1_per_ps,atom019_cart1_1_per_ps,atom019_cart2_1_per_ps,atom019_cart3_1_per_ps,atom020_cart1_1_per_ps,atom020_cart2_1_per_ps,atom020_cart3_1_per_ps,atom021_cart1_1_per_ps,atom021_cart2_1_per_ps,atom021_cart3_1_per_ps,atom022_cart1_1_per_ps,atom022_cart2_1_per_ps,atom022_cart3_1_per_ps,atom023_cart1_1_per_ps,atom023_cart2_1_per_ps,atom023_cart3_1_per_ps,atom024_cart1_1_per_ps,atom024_cart2_1_per_ps,atom024_cart3_1_per_ps,atom025_cart1_1_per_ps,atom025_cart2_1_per_ps,atom025_cart3_1_per_ps,atom026_cart1_1_per_ps,atom026_cart2_1_per_ps,atom026_cart3_1_per_ps,atom027_cart1_1_per_ps,atom027_cart2_1_per_ps,atom027_cart3_1_per_ps,atom028_cart1_1_per_ps,atom028_cart2_1_per_ps,atom028_cart3_1_per_ps,atom029_cart1_1_per_ps,atom029_cart2_1_per_ps,atom029_cart3_1_per_ps,atom030_cart1_1_per_ps,atom030_cart2_1_per_ps,atom030_cart3_1_per_ps
1,0.00362833,239.33705752271132,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.013565446864944,2.313679482755053,3.8545290601514117,-2.184915760822654,5.944555894733146,62.20277765481701,1.20107455350194,-1.0471771563608676,5.593902652836882,-8.56153836525801,-0.7310647441447338,-1.0402353394135961,1.9020063350182794,14.68746867152433,117.91459739053165,-16.5998900628275,22.537480715816237,25.33624109298786
6,0.02176996,236.8360281249571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.005987275395877,2.2239524061232685,3.790293148169873,-2.1039370560344812,5.729394343629073,60.887675363098936,1.345476501124023,-0.9940762070807277,5.731700164851587,-8.419763789903367,-0.7180118840337926,-1.0025867075587145,1.8251193275919442,14.54402516239937,116.73948466109418,-15.884253702629046,22.222106332260854,24.91344278645823
11,0.03991159,234.31388296850548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.997826024807982,2.136594424816475,3.7270878549519586,-2.021891292786892,5.513109741818036,59.58694989871704,1.4862425035883902,-0.940813070695241,5.8641797854069,-8.27973012383003,-0.705084612639796,-0.9657841806175309,1.7501245997843584,14.402092032331701,115.54870612903915,-15.190631920110773,21.90850333180601,24.4964018421178
16,0.05805322,231.77917310332364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9888391849812725,2.050311063314619,3.664130693951593,-1.9385633921987904,5.296239150636942,58.300950508367855,1.6235806818401342,-0.8873296991716968,5.991869213514298,-8.141376826194866,-0.6921074297843395,-0.9303859255804086,1.676991034248379,14.26181213973752,114.34583488433084,-14.5131688186035,21.596470363351035,24.08507627658279
21,0.07619485,229.24659577156353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.979846291189625,1.96590552668248,3.6014869320673566,-1.854806937004567,5.07957052853265,57.03283808804233,1.757906472962044,-0.8337095392760393,6.115224258224573,-8.00473784818151,-0.6791532238794752,-0.8961031711423425,1.605742491026905,14.123573509347729,113.13661998505808,-13.851410243414776,21.287619403820237,23.680183247508168
26,0.09433649,226.71127113232663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9703173729577985,1.8825995118422685,3.538959718583574,-1.7703938364293392,4.863224786339317,55.78156486383225,1.8889846880047227,-0.7799718470593945,6.234010378200825,-7.869855360645421,-0.6662145632039952,-0.8631194547748208,1.536231514196758,13.987115690733381,111.92151639442318,-13.206034606732711,20.981437029391373,23.280898852666873
31,0.11247812,223.869320159764,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.960286616003303,1.8003596974457774,3.4766718474857683,-1.6856603018084133,4.647667628403572,54.24532949636024,2.0171668381565198,-0.726166280013375,6.348122441438919,-7.736848299557495,-0.6532364779750258,-0.8314899613569803,1.4683858917388113,13.852284566386292,110.70062943965375,-12.577586659145867,20.676958469468307,22.88644520707984
36,0.13061975,221.33406444933368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.949524770295243,1.71939427057327,3.4150084848559876,-1.6003070634133978,4.43292492100018,53.03428050659114,2.1418951135962607,-0.67239681419257,6.457428430796527,-7.605502252930668,-0.640216649768331,-0.8010119654065774,1.4021804685671935,13.719306661699838,109.47546453564917,-11.964658841127259,20.373920163529025,22.496829709018648
41,0.14876138,218.79665111120997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.9383333376026055,1.6400522998936236,3.3540661888907035,-1.514633713071842,4.218971586238664,51.839478130864606,2.26335276513954,-0.6187042238673678,6.56181221519266,-7.476020185998284,-0.6272716002041311,-0.7715164072181,1.3377182799663316,13.588023464113874,108.24762332410026,-11.370077598617767,20.07269574070989,22.112747507474648
46,0.16690301,216.25938415551397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.927023094680655,1.561976516844143,3.2935973638293077,-1.4282845031672737,4.00534286651817,50.66099283543046,2.3815472699601767,-0.5652051355739179,6.661703339497667,-7.347747452153554,-0.6143449400729298,-0.7431104826653598,1.275036429582258,13.458368559562357,107.01600167126048,-10.791484399254387,19.773796857440832,21.734174263794827
