timestep_index,time_fs,state_54_eV,state_55_eV,state_56_eV,state_57_eV,state_58_eV,state_59_eV,state_60_eV,state_61_eV,state_62_eV
5696,20.66694707,-6.891740663485898,-6.201666312872087,-6.048604131128884,-5.733503966201374,-2.7488922115753187,-2.405612639085215,-1.573758290095669,-1.0921316078936858,-0.791024130273841
5701,20.6850887,-6.8910509634529244,-6.202230959831395,-6.048023439155539,-5.733776055292532,-2.748952428808718,-2.405700367712718,-1.5739266521519162,-1.090242478054078,-0.791456498783007
5706,20.70323033,-6.8903582793808855,-6.202791461352908,-6.047436213263132,-5.734048666674729,-2.7490058191095526,-2.405788118059981,-1.574096547710482,-1.0883184546915288,-0.7918928682328089
5711,20.72137196,-6.889662740109628,-6.203347917965921,-6.046842564290177,-5.734321711801396,-2.7490525096036724,-2.4058759883009113,-1.574267952951201,-1.0863606764037457,-0.7923330752283119
5716,20.73951359,-6.888964489217878,-6.203900383253293,-6.046242587735112,-5.734595098602482,-2.7490926357016923,-2.4059640505782447,-1.574440820275045,-1.0843702576584289,-0.792776954933943
5721,20.75765523,-6.888263651228511,-6.2044488187706355,-6.045636364210598,-5.7348687410017485,-2.7491263349892368,-2.4060523677921366,-1.5746151098794348,-1.0823483219761882,-0.7932243088266511
5726,20.77579686,-6.887560363828739,-6.204993070428693,-6.045023951661561,-5.735142577513868,-2.749153724618914,-2.4061410044010523,-1.574790776851096,-1.0802960463502176,-0.7936749965173415
5731,20.79393849,-6.886854751192069,-6.205532830020274,-6.0444053642438025,-5.735416547929986,-2.749174892248686,-2.4062300230254365,-1.574967751357688,-1.0782147019179582,-0.7941288891125677
5736,20.81208012,-6.886146975828537,-6.206067725210928,-6.043780657499169,-5.735690663502454,-2.749189935142106,-2.4063195464580183,-1.5751460308477339,-1.0761055108278086,-0.7945859785372047
5741,20.83022175,-6.8854371748784615,-6.206597250882553,-6.043149828596454,-5.735964911648225,-2.7491989096883946,-2.406409669888477,-1.5753255651041465,-1.073969747163997,-0.7950462537510078
5746,20.84836339,-6.884725480565059,-6.2071208924596295,-6.042512898779309,-5.736239303733438,-2.7492018820523927,-2.4065005263860435,-1.5755063787035657,-1.0718086878214816,-0.795509738195073
5751,20.86650502,-6.884012038399099,-6.2076381446631785,-6.041869914103466,-5.736513851099554,-2.749198922666695,-2.40659226415659,-1.5756885058407821,-1.0696235405609429,-0.7959764931153676
5756,20.88464665,-6.883296983309569,-6.2081485391480395,-6.0412209327075495,-5.7367885702039665,-2.7491900872601183,-2.40668502737924,-1.5758719996683785,-1.0674154164833218,-0.7964466018847962
5761,20.90278828,-6.882580452195016,-6.208651650072141,-6.040566031458474,-5.737063477962,-2.7491754181275754,-2.4067789676779294,-1.5760569127071182,-1.0651853487587817,-0.7969201543169114
5766,20.92092991,-6.881862566000457,-6.209147124214291,-6.039905279777491,-5.737338592627409,-2.7491549435911065,-2.406874240706736,-1.576243291348293,-1.0629343072838147,-0.7973972250716487
5771,20.93907154,-6.881143440981633,-6.209634733963149,-6.03923875389428,-5.737613929021719,-2.749128681990825,-2.4069710162859663,-1.5764311586778788,-1.0606632718273028,-0.7978778926652448
5776,20.95721318,-6.8804231681560974,-6.210114362233142,-6.038566528502996,-5.7378894956952715,-2.7490966204245177,-2.407069458564751,-1.5766205276418246,-1.0583732438964681,-0.7983622178374676
5781,20.97535481,-6.879701798947969,-6.2105860142118905,-6.037888677262744,-5.738165288382425,-2.7490587344605597,-2.4071697255205255,-1.5768114079140791,-1.0560652550805403,-0.7988502367489114
5786,20.99349644,-6.878979372453502,-6.211049807549946,-6.037205268826967,-5.73844131149795,-2.7490149449376826,-2.407271953388966,-1.5770038015897059,-1.0537403782931198,-0.799341983818449
5791,21.01163807,-6.878255886328739,-6.211505929268504,-6.03651638216182,-5.7387175646895665,-2.7489651452499193,-2.407376247142643,-1.5771977151848744,-1.0513997554773298,-0.799837498730347
5796,21.0297797,-6.877531343566964,-6.211954589569422,-6.035822119879523,-5.738994059124225,-2.7489092044343875,-2.4074826548139465,-1.5773931559856589,-1.0490445353688287,-0.8003368175259303
5801,21.04792134,-6.876805722457285,-6.212395966824268,-6.035122578203843,-5.739270800667504,-2.7488469775642024,-2.407591178059018,-1.5775901313933114,-1.0466758888657968,-0.8008399598565993
5806,21.06606297,-6.876079008848308,-6.212830181603881,-6.03441786079401,-5.739547798170748,-2.7487783127291667,-2.4077017755206778,-1.577788637826352,-1.0442949737166929,-0.801346951783808
5811,21.0842046,-6.8753512097612575,-6.213257276364406,-6.033708071927995,-5.739825070551233,-2.7487030654585762,-2.4078143543250676,-1.5779886370527623,-1.041902947403172,-0.801857832577138
5816,21.10234623,-6.874622361391807,-6.213677214991257,-6.032993329699956,-5.740102649287387,-2.7486211090761197,-2.4079288206343143,-1.5781900922862193,-1.039500957643349,-0.8023726241527297
5821,21.12048786,-6.873892528939605,-6.214089916202945,-6.032273770097779,-5.740380571822863,-2.7485323487767137,-2.408045056310382,-1.5783929676018134,-1.0370901360652487,-0.8028913722644992
5826,21.1386295,-6.8731617925656945,-6.21449528339136,-6.031549540537114,-5.740658899666124,-2.7484367147735322,-2.408162969627394,-1.5785972424122716,-1.0346716764395085,-0.8034141457214761
5831,21.15677113,-6.872430240105941,-6.214893218772154,-6.0308208075463545,-5.740937680919373,-2.7483341715637226,-2.4082824802487397,-1.57880292688312,-1.0322467599884317,-0.8039410446990394
5836,21.17491276,-6.8716979436207035,-6.215283629236651,-6.03008774085502,-5.7412169704432365,-2.7482247190681126,-2.4084035299043935,-1.5790100546594539,-1.0298166491194964,-0.8044721686205525
5841,21.19305439,-6.8709649583126176,-6.21566642192877,-6.0293504998465925,-5.741496821570895,-2.7481083821653707,-2.4085260648270492,-1.5792186759991864,-1.0273825906354894,-0.8050076586578909
5846,21.21119602,-6.870231341651148,-6.2160414982666685,-6.0286092423315125,-5.7417772827608395,-2.7479852096646904,-2.408650035743772,-1.5794288415781392,-1.0249459167563755,-0.8055476530392882
5851,21.22933766,-6.8694971511290115,-6.216408723457483,-6.027864109768064,-5.742058400537001,-2.7478552615541556,-2.40877537409375,-1.579640595798564,-1.0225078263975302,-0.8060922924530092
5856,21.24747929,-6.868762456111485,-6.216767930237134,-6.0271152231445635,-5.742340224872174,-2.7477185762780354,-2.408901996524786,-1.5798539426707594,-1.0200694643395523,-0.8066417097719818
5861,21.26562092,-6.868027343459709,-6.217118881082292,-6.0263626859192705,-5.742622805766877,-2.74757516923593,-2.409029795447674,-1.5800688464597719,-1.0176319139148964,-0.8071960193816006
5866,21.28376255,-6.867291912831335,-6.217461272193066,-6.025606582958893,-5.742906219640957,-2.74742500305739,-2.409158669422212,-1.5802852475594362,-1.0151962554940956,-0.8077553389930127
5871,21.30190418,-6.866556265735112,-6.217794757684552,-6.024846962451333,-5.743190541256112,-2.7472680077265066,-2.4092885201805134,-1.5805030510675897,-1.0127634228526803,-0.8083197612459292
5876,21.32004581,-6.865820500428803,-6.218118967720551,-6.024083875171902,-5.7434758457500115,-2.7471041141644474,-2.4094192593590567,-1.5807221841675358,-1.0103345157013985,-0.8088893698103475
5881,21.33818745,-6.865084700483351,-6.218433582880139,-6.023317377304905,-5.74376220204417,-2.746933250163188,-2.409550809960906,-1.5809425927427756,-1.0079106255462065,-0.8094642340886614
5886,21.35632908,-6.86434892285977,-6.218738398918519,-6.022547554262456,-5.744049667173384,-2.746755369167138,-2.4096831063611828,-1.5811642668745736,-1.005492960265963,-0.810044405192844
5891,21.37447071,-6.863613206123907,-6.2190333312436215,-6.021774510267287,-5.744338272071054,-2.7465704439028547,-2.4098160937670587,-1.5813872318925508,-1.0030828631999187,-0.8106299082218092
5896,21.39261234,-6.862877595023489,-6.219318432654449,-6.020998363405287,-5.7446280468258095,-2.746378469028102,-2.4099497453577787,-1.5816115217827844,-1.000681762791016,-0.8112207579374368
5901,21.41075397,-6.862142147691011,-6.2195937859119335,-6.020219236950935,-5.744919009266105,-2.7461794808778537,-2.410084042187162,-1.5818371718135165,-0.998291243227625,-0.8118169745406202
5906,21.42889561,-6.861406952759574,-6.219859482740097,-6.019437268019482,-5.745211180030011,-2.7459735272399297,-2.4102189699895544,-1.5820642053793572,-0.9959129790704982,-0.8124185484571179
5911,21.44703724,-6.860672126639811,-6.220115594061496,-6.01865258631725,-5.745504586069601,-2.745760678243772,-2.410354535430858,-1.5822926176925436,-0.9935488552439856,-0.8130254835618088
5916,21.46517887,-6.8599378187568405,-6.220362169091002,-6.017865304611823,-5.745799253653288,-2.745541052115953,-2.410490742971905,-1.5825223781047593,-0.9912007400346371,-0.8136377573938922
5921,21.4833205,-6.8592041903920995,-6.220599238489962,-6.017075499300828,-5.746095222216683,-2.7453147970215017,-2.4106276120280743,-1.5827534196307609,-0.9888704696246309,-0.814255333408112
5926,21.50146213,-6.858471396140999,-6.220826873620883,-6.016283243435743,-5.746392539442782,-2.7450821111087156,-2.410765186350337,-1.5829857091380841,-0.9865598648962439,-0.814878126055498
5931,21.51960377,-6.857739540790923,-6.22104515566107,-6.015488556590208,-5.746691211176737,-2.7448431610564366,-2.410903481921984,-1.5832191745313473,-0.9842706164316856,-0.8155059998424264
5936,21.5377454,-6.857008741379696,-6.2212542640799064,-6.0146914782422485,-5.746991264100033,-2.744598168635527,-2.4110425785607377,-1.5834538017422959,-0.9820043318713491,-0.8161387774240721
5941,21.55588703,-6.856279080349012,-6.22145441870992,-6.013892020884014,-5.747292697478047,-2.744347323794343,-2.4111825457263714,-1.583689579783938,-0.9797623780715394,-0.8167762134001951
5946,21.57402866,-6.855550637533619,-6.221645841966413,-6.013090190444147,-5.747595501198604,-2.7440907808927033,-2.4113234685556892,-1.5839265103656115,-0.9775460343541978,-0.8174180893912135
5951,21.59217029,-6.854823501829414,-6.221828738465738,-6.012285991063484,-5.747899672439018,-2.743828654331592,-2.4114654212265667,-1.5841645795043855,-0.9753564740269345,-0.8180641756673747
5956,21.61031193,-6.854097774604924,-6.222003190221899,-6.0114794147851205,-5.7482052149403335,-2.743561019436093,-2.4116084989500854,-1.5844037683915255,-0.9731947848523481,-0.8187142815507097
5961,21.62845356,-6.853373588514651,-6.222169149003187,-6.010670425081493,-5.748512144583864,-2.7432879124715766,-2.411752785476996,-1.5846440289270143,-0.971062044752144,-0.8193682307703882
5966,21.64659519,-6.8526510685699,-6.222326416687368,-6.00985896829007,-5.748820499456294,-2.7430093461156946,-2.4118983947524373,-1.5848853062629613,-0.9689592177259295,-0.8200259051550371
5971,21.66473682,-6.851930342665555,-6.222474667472219,-6.009044980218752,-5.749130325345809,-2.7427253304722403,-2.412045429256119,-1.585127547063742,-0.9668873498627253,-0.8206872064112589
5976,21.68287845,-6.851211518606347,-6.222613478158039,-6.008228389914492,-5.749441666458795,-2.7424358758829097,-2.412194010210443,-1.5853707209471821,-0.9648474019430984,-0.821352062916625
5981,21.70102008,-6.850494690501348,-6.222742397807166,-6.007409134947865,-5.749754551396425,-2.7421410062394105,-2.412344247107803,-1.5856148133218932,-0.9628403206018888,-0.8220203757772327
5986,21.71916172,-6.849779928032333,-6.222861016454452,-6.0065871632457535,-5.750068996619809,-2.7418407372159352,-2.412496237966044,-1.5858598230035894,-0.9608668451515749,-0.8226920442572239
5991,21.73730335,-6.849067281585116,-6.222969008021308,-6.005762461440877,-5.750385014348931,-2.741535072086421,-2.4126500509478532,-1.58610579303789,-0.9589276564136497,-0.8233669322868282
5996,21.75544498,-6.848356781474409,-6.223066216713641,-6.004935034104284,-5.750702607480344,-2.7412240038254754,-2.412805729747637,-1.5863527721390123,-0.9570232378009836,-0.8240448814397741
6001,21.77358661,-6.8476484600323095,-6.22315265506338,-6.004104918327714,-5.751021754926618,-2.7409075335165562,-2.4129632756825177,-1.5866007978428258,-0.9551540203574697,-0.824725712862259
6006,21.79172824,-6.846942341270272,-6.223228499945984,-6.003272165028989,-5.751342448571727,-2.740585645350691,-2.4131226931156164,-1.5868498997174496,-0.9533202674915443,-0.8254092661685856
6011,21.80986988,-6.846238453068649,-6.223294031669886,-6.002436818554516,-5.751664667932504,-2.740258321502893,-2.4132839657629934,-1.5871000688526253,-0.9515222264985199,-0.8260953740578936
6016,21.82801151,-6.845536818884016,-6.223349568933243,-6.001598925454139,-5.751988408897253,-2.7399255188295326,-2.413447074134657,-1.5873512831943146,-0.9497601696512008,-0.8267839148322709
6021,21.84615314,-6.84483745081768,-6.223395420102826,-6.000758498285911,-5.752313705824677,-2.7395871766840254,-2.4136120071825826,-1.5876034905996959,-0.9480344469848097,-0.8274747966755192
6026,21.86429477,-6.844140349494516,-6.22343184926872,-5.999915534426024,-5.7526406093931115,-2.7392432028836904,-2.4137787703714157,-1.5878566494701116,-0.9463456170254438,-0.828167960872209
6031,21.8824364,-6.843445531074813,-6.223459074097504,-5.9990700186184105,-5.752969211819712,-2.7388934893124075,-2.4139473867575103,-1.588110715329986,-0.9446943502631122,-0.8288633490179291
6036,21.90057804,-6.842753020624032,-6.223477276654498,-5.998221939142199,-5.753299623888648,-2.7385379227051754,-2.414117883870371,-1.588365641085838,-0.9430815160987532,-0.829560906361639
6041,21.91871967,-6.842062872631254,-6.223486595638441,-5.997371292687512,-5.753631983859615,-2.738176390580105,-2.4142902818582233,-1.588621383946425,-0.9415081707266382,-0.8302605397227757
6046,21.9368613,-6.841375170748853,-6.223487192072536,-5.996518102561286,-5.753966424850469,-2.7378088237108225,-2.4144645958101947,-1.588877896321813,-0.9399754305610387,-0.8309621451681818
6051,21.95500293,-6.840689986766845,-6.223479216189471,-5.995662430022209,-5.754303056109806,-2.737435178978626,-2.41464081931831,-1.5891351660552333,-0.9384844805662284,-0.8316655889304893
6056,21.97314456,-6.84000739632903,-6.223462849641638,-5.9948043727225615,-5.754641964637693,-2.7370554661518813,-2.4148189143316174,-1.5893931906391534,-0.9370365687235652,-0.8323706959026448
6061,21.9912862,-6.839327449632959,-6.2234382616997355,-5.993944053940869,-5.754983209603779,-2.7366697410005836,-2.414998823904087,-1.589651994989117,-0.9356329747419261,-0.8330772721048642
6066,22.00942783,-6.838650185140103,-6.223405611187719,-5.993081615781022,-5.755326813472854,-2.7362780982966863,-2.415180454463101,-1.589911607805458,-0.9342749490657063,-0.833785089731468
6071,22.02756946,-6.837975622269688,-6.223365012011943,-5.9922172195031616,-5.755672760407022,-2.7358806754801184,-2.415363679900896,-1.5901720764213267,-0.9329637265484393,-0.8344938989449987
6076,22.04571109,-6.837303791886244,-6.223316511599478,-5.991351033119968,-5.756021004981661,-2.735477639823469,-2.415548339041272,-1.5904334427271551,-0.9317004489573122,-0.8352034017502251
6081,22.06385272,-6.83663473465588,-6.223260049238157,-5.990483243458102,-5.756371503571232,-2.7350691591592455,-2.4157342490315656,-1.5906957630222722,-0.9304861701919351,-0.8359132692267651
6086,22.08199435,-6.835968515547868,-6.223195480180035,-5.989614029605109,-5.756724210648125,-2.734655366850422,-2.4159211969229983,-1.5909590519850156,-0.9293217914489433,-0.8366231317476789
6091,22.10013599,-6.8353052166136195,-6.22312253999344,-5.988743557063788,-5.757079097953479,-2.7342363506452156,-2.4161089800112703,-1.5912233190865506,-0.9282080172855542,-0.8373326138006424
6096,22.11827762,-6.834644913619249,-6.223040891527673,-5.987871958261649,-5.757436154067208,-2.7338121191768034,-2.4162973937785597,-1.591488524709906,-0.9271455305456611,-0.8380412978425341
6101,22.13641925,-6.833987658208494,-6.222950169432345,-5.986999335808488,-5.757795378212,-2.7333826297287347,-2.4164862849613673,-1.5917546349784444,-0.9261348213215203,-0.838748746728485
6106,22.15456088,-6.833333475620981,-6.22285002942542,-5.986125743373323,-5.758156769202785,-2.7329477989312774,-2.4166755250656364,-1.5920215975980694,-0.9251763727330379,-0.8394545099193752
6111,22.17270251,-6.832682348561975,-6.222740238919372,-5.9852512184327855,-5.758520319993762,-2.7325075345404026,-2.4168650151097917,-1.5922893706871526,-0.924270691508321,-0.8401581324034259
6116,22.19084415,-6.83203421806809,-6.222620689998488,-5.984375776361315,-5.758886018908002,-2.732061760622747,-2.4170546858283815,-1.5925579264517853,-0.9234181389748767,-0.8408591403094404
6121,22.20898578,-6.831389030929279,-6.222491444660998,-5.98349944537928,-5.759253844956923,-2.7316104410356896,-2.417244481091576,-1.5928272464454278,-0.9226193325484233,-0.8415570910000404
6126,22.22712741,-6.830746733498499,-6.222352718609233,-5.98262226591693,-5.75962375759326,-2.7311535947909995,-2.417434331787821,-1.593097318759751,-0.9218746715806458,-0.8422515510043205
6131,22.24526904,-6.83010729516601,-6.222204848126423,-5.981744281265207,-5.759995733439089,-2.73069128736157,-2.4176241808581573,-1.5933681281123495,-0.9211847224303406,-0.8429421275100395
6136,22.26341067,-6.829470738282397,-6.22204822088486,-5.980865542639214,-5.760369758839183,-2.730223629588208,-2.417813967578485,-1.5936396424133559,-0.9205499722930658,-0.843628471511299
6141,22.28155231,-6.828837119561855,-6.221883232557482,-5.97998610143599,-5.76074584505409,-2.7297507664647687,-2.4180036297564844,-1.5939118212597356,-0.9199709196761586,-0.8443102835589367
6146,22.29969394,-6.828206539089442,-6.221710208669669,-5.979106005495608,-5.7611240311150596,-2.729272888747219,-2.4181931187599606,-1.594184605475947,-0.9194480048067647,-0.8449872901943023
6151,22.31783557,-6.827579116203139,-6.221529400211605,-5.978225290360171,-5.761504375563943,-2.728790205446181,-2.418382399510272,-1.594457927466882,-0.9189817430762155,-0.84565925349972
6156,22.3359772,-6.826954968588212,-6.221340970633699,-5.977343976177502,-5.761886958160899,-2.728302927094034,-2.418571439761782,-1.594731724251252,-0.9185725809307081,-0.8463259135291085
6161,22.35411883,-6.8263342045346596,-6.221145025726585,-5.976462078572547,-5.762271847323799,-2.727811278475289,-2.418760208339347,-1.5950059295937977,-0.9182208766928318,-0.8469869991224231
6166,22.37226047,-6.8257169251887415,-6.220941646812369,-5.9755796137534185,-5.762659108048651,-2.7273154529664265,-2.4189486614700133,-1.595280475841603,-0.9179269910074223,-0.847642228794925
6171,22.3904021,-6.8251032040165365,-6.220730878867906,-5.974696590498672,-5.763048807721865,-2.726815590007271,-2.419136759939011,-1.5955553160068126,-0.9176912239119701,-0.8482913242584146
6176,22.40854373,-6.8244931227718775,-6.22051274402239,-5.97381300644032,-5.763441010232591,-2.7263117657597657,-2.4193244477593807,-1.595830364017836,-0.9175138728077663,-0.8489340576882773
6181,22.42668536,-6.823886758234423,-6.220287249400142,-5.972928821106207,-5.763835780490369,-2.7258040008948545,-2.4195116888059114,-1.5961055503424804,-0.9173952337692032,-0.8495702498809037
6186,22.44482699,-6.823284180778037,-6.22005439409608,-5.972043954588487,-5.764233184611064,-2.725292270479591,-2.419698462631361,-1.5963807917321406,-0.9173355062962479,-0.8501997938507346
6191,22.46296862,-6.82268545484976,-6.21981414753673,-5.97115830203651,-5.764633276892021,-2.724776522594595,-2.419884762808657,-1.5966559862372045,-0.9173347411682132,-0.8508226615468485
6196,22.48111026,-6.822090632967972,-6.219566456638624,-5.970271742348828,-5.765036087909483,-2.724256730987207,-2.4200705962300186,-1.5969310649825557,-0.9173930856613131,-0.8514388691868976
6201,22.49925189,-6.821499761168733,-6.219311209273223,-5.969384152206934,-5.7654416195748315,-2.7237329050988097,-2.420255976865629,-1.5972059597509214,-0.9175104828073171,-0.8520484850193225
6206,22.51739352,-6.820912882405614,-6.219048246258972,-5.968495420082334,-5.765849855736079,-2.7232051059642077,-2.4204409080106495,-1.597480644932267,-0.9176867717882153,-0.8526516304348898
6211,22.53553515,-6.820330026904485,-6.218777354833917,-5.967605468655422,-5.766260762832347,-2.722673438361173,-2.4206253747506294,-1.5977551320547503,-0.9179216631729037,-0.85324846922318
6216,22.55367678,-6.81975122927007,-6.218498310190596,-5.966714251058635,-5.766674302483929,-2.722138036112854,-2.4208093575088596,-1.5980294577491398,-0.9182147067807962,-0.853839230187618
6221,22.57181842,-6.819176533982114,-6.21821092136831,-5.96582176053522,-5.767090456569343,-2.7215990435584883,-2.420992830202548,-1.598303675960233,-0.9185652747648796,-0.8544242179508235
6226,22.58996005,-6.818605987254116,-6.217915042347548,-5.96492803206181,-5.767509220557294,-2.7210566005048347,-2.421175733971189,-1.5985778261508115,-0.9189726224571586,-0.8550038345293007
6231,22.60810168,-6.818039620980626,-6.217610607998271,-5.964033121215473,-5.767930602591805,-2.7205108314027084,-2.421358023252063,-1.598851949922784,-0.9194357454038941,-0.855578529280174
6236,22.62624331,-6.817477443374508,-6.21729765446753,-5.963137081131348,-5.768354630594734,-2.7199618251784843,-2.421539674711227,-1.5991260824911413,-0.9199536150861543,-0.8561488543356531
6241,22.64438494,-6.816919466054047,-6.216976328158552,-5.962239973670017,-5.768781341289161,-2.719409668967052,-2.4217206795437325,-1.5994002353710157,-0.9205250714760191,-0.8567154135701952
6246,22.66252658,-6.816365704501358,-6.216646915733349,-5.9613418673762375,-5.769210793546673,-2.7188544371503127,-2.4219010592675647,-1.599674455872938,-0.9211489578028081,-0.857278852630743
6251,22.68066821,-6.81581608804324,-6.216309651117947,-5.9604427321582785,-5.769642973186329,-2.7182960734674904,-2.422080730851184,-1.5999486581393916,-0.9218240049165434,-0.857839764063633
6256,22.69880984,-6.815270654842847,-6.215964948087773,-5.959542617101513,-5.770077972092828,-2.717734578868122,-2.4222597055542043,-1.6002228559452605,-0.9225490317283407,-0.8583988163979966
6261,22.71695147,-6.814729431741447,-6.2156132181500245,-5.958641547445865,-5.770515868271527,-2.7171698972386302,-2.422437925858745,-1.600496997208745,-0.9233227907312819,-0.8589566561989186
6266,22.7350931,-6.81419247162107,-6.215254883671554,-5.957739557487354,-5.770956752625147,-2.716601963311114,-2.4226153026981265,-1.6007710083039617,-0.9241440901022793,-0.859513919071646
6271,22.75323474,-6.813659824157107,-6.214890369441424,-5.956836701597525,-5.771400709471123,-2.7160307197010463,-2.422791693044745,-1.601044828882122,-0.9250117692368464,-0.8600712298451887
6276,22.77137637,-6.813131536165167,-6.214520077551249,-5.955933061268196,-5.771847806452464,-2.715456135176141,-2.4229669283321624,-1.6013184141976196,-0.9259247078741266,-0.8606291806084388
6281,22.789518,-6.812607637504783,-6.214144328404289,-5.955028725980079,-5.77229807543298,-2.7148782226650603,-2.423140811336143,-1.6015917140528269,-0.9268818814164169,-0.8611883609671463
6286,22.80765963,-6.812088125506874,-6.213763367676896,-5.95412380308905,-5.772751501212505,-2.7142970371547417,-2.423313134031439,-1.601864712849252,-0.9278823221513279,-0.8617493371397122
6291,22.82580126,-6.811572970390565,-6.2133773238187056,-5.953218401799751,-5.773208040420958,-2.713712655004461,-2.423483695653175,-1.6021374050956214,-0.9289250942409415,-0.8623126619263584
6296,22.84394289,-6.81106212848855,-6.212986239550009,-5.952312617614317,-5.773667612074664,-2.7131251981338442,-2.4236523096131743,-1.6024097916769746,-0.9300094252539652,-0.8628789074412503
6301,22.86208453,-6.810555540161348,-6.2125900695516885,-5.951406548399092,-5.774130120040919,-2.7125347822749495,-2.423818798934542,-1.6026818884468468,-0.9311345270080993,-0.863448625702021
6306,22.88022616,-6.810053154775438,-6.212188697436907,-5.950500300557175,-5.774595477856173,-2.7119415421933466,-2.4239830167555314,-1.6029537179483848,-0.9322995866440724,-0.8640223829653185
6311,22.89836779,-6.8095549502768185,-6.2117819329433015,-5.949593975070683,-5.7750636195661365,-2.7113456025497067,-2.424144849369385,-1.6032253227395048,-0.933503777901781,-0.8646007304095659
6316,22.91650942,-6.809060912538554,-6.211369538338338,-5.948687675363216,-5.775534517742834,-2.710747065659255,-2.4243042284139986,-1.6034967533220796,-0.9347462764950942,-0.8651842042001415
6321,22.93465105,-6.80857105302916,-6.210951234562939,-5.947781512606169,-5.776008167837995,-2.7101460036084464,-2.424461112867218,-1.603768087894965,-0.9360262442589412,-0.8657733026736862
6326,22.95279269,-6.808085371300146,-6.210526765223948,-5.946875587702123,-5.776484602821994,-2.7095424432924284,-2.4246155158503604,-1.604039413497988,-0.9373428684891428,-0.866368440993078
6331,22.97093432,-6.807603872396698,-6.2100958933160095,-5.945969994838942,-5.776963864379441,-2.7089363799695763,-2.42476747682034,-1.6043108145337452,-0.9386953782165681,-0.8669699820880473
6336,22.98907595,-6.807126542135903,-6.20965842601072,-5.945064791158365,-5.77744600634214,-2.7083277940481385,-2.4249170417393837,-1.6045823525972698,-0.9400829979885249,-0.8675782303695225
6341,23.00721758,-6.806653363116219,-6.209214219506506,-5.944160021975526,-5.777931071674067,-2.707716657094671,-2.425064228651985,-1.604854063100785,-0.9415050689465182,-0.8681934519990231
6346,23.02535921,-6.80618431265919,-6.208763205050034,-5.943255711851592,-5.778419118057323,-2.707102938537182,-2.4252090186666693,-1.6051259359872598,-0.9429609017214508,-0.8688159027798567
6351,23.04350085,-6.805719389861833,-6.208305409474028,-5.94235186244294,-5.7789102008824065,-2.7064866353117383,-2.425351360818931,-1.6053979008198471,-0.9444497216303863,-0.869445833039219
6356,23.06164248,-6.805258613011801,-6.2078409726306285,-5.941448460776391,-5.779404390898244,-2.705867758238237,-2.4254911570293065,-1.6056698397142493,-0.9459705681513225,-0.8700834984845434
6361,23.07978411,-6.804802016771781,-6.207370123352988,-5.940545487452488,-5.779901769405563,-2.7052463454297926,-2.4256282853908355,-1.6059416074078945,-0.9475224071957429,-0.8707291512120614
6366,23.09792574,-6.8043496669278145,-6.206893191487885,-5.9396429319489945,-5.780402424587505,-2.704622475498955,-2.4257626223110336,-1.6062130521315314,-0.9491040610688007,-0.871383040859554
6371,23.11606737,-6.803901621568885,-6.206410547377082,-5.9387407745908485,-5.780906429353033,-2.7039962608014396,-2.4258940671046685,-1.6064840353203993,-0.9507143285595434,-0.8720453596670135
6376,23.13420901,-6.803457928787422,-6.205922566936656,-5.9378389980202835,-5.781413843253254,-2.7033678412363615,-2.4260225495285277,-1.6067544657968555,-0.9523519503920291,-0.872716253936262
6381,23.15235064,-6.80301862257461,-6.205429552119183,-5.936937585136698,-5.781924701766487,-2.7027373598066573,-2.4261480233205908,-1.607024255770327,-0.9540156789151865,-0.873395782773655
6386,23.17049227,-6.802583714113026,-6.204931702969907,-5.9360365121974334,-5.782439007661321,-2.7021049472108016,-2.426270445947344,-1.6072933477548683,-0.955704329641047,-0.8740839133340463
6391,23.1886339,-6.802153212161192,-6.204429103792569,-5.935135760746298,-5.78295673424438,-2.7014707242823666,-2.426389765792854,-1.6075616584583794,-0.9574166977245326,-0.8747805577121905
6396,23.20677553,-6.801727123335538,-6.203921714720204,-5.934235311041129,-5.78347784048673,-2.7008347817288296,-2.4265058942924362,-1.6078290981255496,-0.9591516931994848,-0.8754855617817306
6401,23.22491716,-6.801305455836788,-6.203409435487252,-5.933335158111859,-5.784002287699635,-2.7001971836196397,-2.4266186934650267,-1.6080955684679998,-0.9609083218802289,-0.8761987565820248
6406,23.2430588,-6.800888229832046,-6.202892161432377,-5.932435287142638,-5.7845300447421,-2.6995579879476894,-2.426728009407656,-1.6083609458375479,-0.9626855677655667,-0.8769199778540511
6411,23.26120043,-6.8004754542219406,-6.202369823970101,-5.931535670153671,-5.785061080587241,-2.698917248931834,-2.426833663205804,-1.6086250999396656,-0.9644825270178953,-0.8776490721179526
6416,23.27934206,-6.8000671436182705,-6.2018424408070265,-5.930636278332358,-5.785595375250607,-2.698275083404241,-2.4269354882482155,-1.6088879245257672,-0.9662983427403776,-0.878385923697748
6421,23.29748369,-6.799663260101598,-6.20131002438012,-5.929737040869925,-5.786132869496014,-2.697631603938867,-2.4270332881106804,-1.6091492881293787,-0.9681320957164042,-0.8791303897548621
6426,23.31562532,-6.799263787005509,-6.200772677903238,-5.928837946839004,-5.7866735290736395,-2.696987017055069,-2.427126926669239,-1.6094091327658828,-0.969982986774508,-0.879882340565956
