timestep_index,time_fs,tdc_total_1_per_ps,atom001_cart1_1_per_ps,atom001_cart2_1_per_ps,atom001_cart3_1_per_ps,atom002_cart1_1_per_ps,atom002_cart2_1_per_ps,atom002_cart3_1_per_ps,atom003_cart1_1_per_ps,atom003_cart2_1_per_ps,atom003_cart3_1_per_ps,atom004_cart1_1_per_ps,atom004_cart2_1_per_ps,atom004_cart3_1_per_ps,atom005_cart1_1_per_ps,atom005_cart2_1_per_ps,atom005_cart3_1_per_ps,atom006_cart1_1_per_ps,atom006_cart2_1_per_ps,atom006_cart3_1_per_ps,atom007_cart1_1_per_ps,atom007_cart2_1_per_ps,atom007_cart3_1_per_ps,atom008_cart1_1_per_ps,atom008_cart2_1_per_ps,atom008_cart3_1_per_ps,atom009_cart1_1_per_ps,atom009_cart2_1_per_ps,atom009_cart3_1_per_ps,atom010_cart1_1_per_ps,atom010_cart2_1_per_ps,atom010_cart3_1_per_ps,atom011_cart1_1_per_ps,atom011_cart2_1_per_ps,atom011_cart3_1_per_ps,atom012_cart1_1_per_ps,atom012_cart2_1_per_ps,atom012_cart3_1_per_ps,atom013_cart1_1_per_ps,atom013_cart2_1_per_ps,atom013_cart3_1_per_ps,atom014_cart1_1_per_ps,atom014_cart2_1_per_ps,atom014_cart3_1_per_ps,atom015_cart1_1_per_ps,atom015_cart2_1_per_ps,atom015_cart3_1_per_ps,atom016_cart1_1_per_ps,atom016_cart2_1_per_ps,atom016_cart3_1_per_ps,atom017_cart1_1_per_ps,atom017_cart2_1_per_ps,atom017_cart3_1_per_ps,atom018_cart1_1_per_ps,atom018_cart2_1_per_ps,atom018_cart3_1_per_ps,atom019_cart1_1_per_ps,atom019_cart2_1_per_ps,atom019_cart3_1_per_ps,atom020_cart1_1_per_ps,atom020_cart2_1_per_ps,atom020_cart3_1_per_ps,atom021_cart1_1_per_ps,atom021_cart2_1_per_ps,atom021_cart3_1_per_ps,atom022_cart1_1_per_ps,atom022_cart2_1_per_ps,atom022_cart3_1_per_ps,atom023_cart1_1_per_ps,atom023_cart2_1_per_ps,atom023_cart3_1_per_ps,atom024_cart1_1_per_ps,atom024_cart2_1_per_ps,atom024_cart3_1_per_ps,atom025_cart1_1_per_ps,atom025_cart2_1_per_ps,atom025_cart3_1_per_ps,atom026_cart1_1_per_ps,atom026_cart2_1_per_ps,atom026_cart3_1_per_ps,atom027_cart1_1_per_ps,atom027_cart2_1_per_ps,atom027_cart3_1_per_ps,atom028_cart1_1_per_ps,atom028_cart2_1_per_ps,atom028_cart3_1_per_ps,atom029_cart1_1_per_ps,atom029_cart2_1_per_ps,atom029_cart3_1_per_ps,atom030_cart1_1_per_ps,atom030_cart2_1_per_ps,atom030_cart3_1_per_ps
1,0.00362833,0.026252023475162742,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.016103405950471997,0.004410336153512305,0.016079344937218586,-0.012548263286151917,-0.029045241251411533,-0.05341758243159655,0.010906924270123873,0.04014999459137512,0.038886635393625545,0.010347340129024902,0.020016142372326563,0.0002052205572704045,-0.06933369594935385,0.15896459767769897,-0.10166425962624939,-0.012332183886451426,-0.05059232584087824,0.039115633714607426
6,0.02176996,0.029396278500693068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.016280804213392838,0.004420669194239808,0.015968457662029496,-0.01205954669352498,-0.028145344503232906,-0.052185754911370896,0.012444124920467078,0.03870345430709691,0.03999098391865555,0.010473929979559397,0.0200098858057978,0.00017486100310611072,-0.06810732696701194,0.15694922900317182,-0.10225839345000545,-0.011873089734623027,-0.05082937011777017,0.039438704870715637
11,0.03991159,0.03247560621641937,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01645784500375787,0.004423724497453347,0.015860081753748263,-0.011566940195139347,-0.027231678912404356,-0.05095948123836717,0.01399765839256414,0.03718895906920929,0.04106945428662777,0.010597490482965507,0.020007044691447855,0.0001455582361584168,-0.06690094489901767,0.15493419005840783,-0.10281226651848244,-0.011424159771280725,-0.051066186033115316,0.039755257311886116
16,0.05805322,0.03548654201711372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.016633778181631913,0.004417003102524793,0.015750817360111226,-0.011069233185546704,-0.026306586140650793,-0.04973576779738386,0.015568126548256574,0.035603503969335475,0.042125624701517546,0.010717961202061418,0.020002686974602585,0.00011727339872755988,-0.06571291218811906,0.15292167775326432,-0.10332867532345331,-0.010980546007238282,-0.05130011063899496,0.04006192010646727
21,0.07619485,0.038433804126623644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01681077245644087,0.00440224685322101,0.015640818099841382,-0.010571199031611349,-0.025373400181829674,-0.048521979565189374,0.017158375085074347,0.03395049929027824,0.0431625098577477,0.010834819614982958,0.019998577184126617,9.003488086634642e-05,-0.0645443284194317,0.15091833476074926,-0.1038106417591827,-0.01054289138895817,-0.05153423468778078,0.040365491077278666
26,0.09433649,0.041310078872709294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.016987266660394296,0.0043778779594157435,0.0155291104677017,-0.010071643766033546,-0.024432216344523645,-0.047316540757095286,0.01876496539131968,0.03223020792316954,0.04417841739469885,0.010948700996603403,0.019994276230577628,6.381340402072513e-05,-0.06339087468176412,0.14892025669732117,-0.10425722100775005,-0.010111499655026817,-0.05176709926964845,0.040662281229328474
31,0.11247812,0.04509827456266485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017163296303241225,0.004343764198580237,0.015416020889630306,-0.009572371041968994,-0.02348505121981426,-0.045135130864325725,0.02039030195101478,0.03044456562761686,0.04517236366446141,0.011059497107390093,0.01998771687635482,3.8654038798721024e-05,-0.06224875821316052,0.1469270547045254,-0.1046737652983115,-0.00968714735023291,-0.051996054264838554,0.04095331745370342
36,0.13061975,0.04782434827537724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017338041270286167,0.0043004401724418915,0.015303165896345715,-0.009071676521977821,-0.02253179085799521,-0.04395536064757686,0.022027372857319524,0.028596962933396447,0.046143353568011754,0.01116719080789855,0.01997853528407487,1.4494223197770344e-05,-0.06111664161531927,0.14494296065246615,-0.10505560543515381,-0.009268690237152051,-0.05222111136421194,0.04123270728932537
41,0.14876138,0.05047882487663813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01751229851276746,0.004248830397402356,0.015190964308733351,-0.008571131461794725,-0.021571845618368734,-0.04278493400358698,0.023676731418552758,0.02668914936322603,0.04709022483432328,0.011271757741455106,0.01997000434816886,-8.713465254757624e-06,-0.05999933762897974,0.14296581803705546,-0.10540554057005268,-0.008858782998080121,-0.05244190154276057,0.04150523320383176
46,0.16690301,0.05306763097181205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017686886593114067,0.004188162484155275,0.015078197089017661,-0.00806872953503663,-0.020602354053768323,-0.04162534018558746,0.025337062035344596,0.02472616233812283,0.04801601920038849,0.011372185857382061,0.019960124642106565,-3.1016455494335164e-05,-0.05889859740862874,0.14099769559232897,-0.10572514287047247,-0.008456294016922605,-0.05265924361966141,0.04177185328542346
51,0.18504465,0.05558437869322498,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017862670041644532,0.004118948527751307,0.014964739174089569,-0.007567225691735273,-0.01962656547280717,-0.040474685830476705,0.027006328114481594,0.022709289069172436,0.04891686896586234,0.01146967796575547,0.019948910083885905,-5.233022171853718e-05,-0.05781637091153351,0.13904252250591512,-0.10601413878505493,-0.008060763830097167,-0.05287381206006043,0.042030317048150405
56,0.20318628,0.05804092955213336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.018037759428035153,0.004040559466293424,0.014850733059595625,-0.007066216763499832,-0.018643472367852496,-0.03933460188843648,0.028686744073322005,0.02063951007002422,0.04979997452696811,0.011564662033935988,0.01993795036051713,-7.272055043250072e-05,-0.05674685188706624,0.1370948940607372,-0.10627179850349452,-0.007672996603763331,-0.053086141068269276,0.04228294210551922
61,0.22132791,0.06042447535299071,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.018210403817584514,0.003954038677140922,0.014736393132008783,-0.006563864432384842,-0.017652550255802913,-0.03820773736755419,0.03037653248412608,0.018519408439384526,0.05065981809179287,0.011656963300447005,0.01992579883248432,-9.212993626571758e-05,-0.0556922425111188,0.13515331427673424,-0.1064968127554765,-0.007293418164313476,-0.05329286929371124,0.042523429017915136
66,0.23946954,0.06275797298446761,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0183836305550071,0.003858735701806785,0.01462100987189167,-0.006061635374998876,-0.016653529035145408,-0.03709336764523898,0.03207552408588614,0.01634999195584371,0.051503840324903426,0.011746556450984118,0.019911766251067355,-0.000110659290262206,-0.05465006257891041,0.13322180230048278,-0.10669054997668348,-0.006920816299723832,-0.05349432174630626,0.042760057433863984
71,0.25761117,0.06502913555099624,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.018554776222854407,0.003755350670216563,0.014505173079042005,-0.005559012949497768,-0.01564533386630699,-0.03599153423171945,0.033781743021240526,0.014134628038832626,0.052328316191966644,0.011832968251622621,0.019897870894692173,-0.0001283379776127189,-0.05362402228042271,0.1312989167980664,-0.10685506484331225,-0.006554923145890524,-0.05369234874276226,0.04298997041998692
76,0.2757528,0.06724565701361732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.018725010126739876,0.00364353723246937,0.014389707438612011,-0.005055536656343316,-0.014628840882690628,-0.03490162864839248,0.035496473010737974,0.011874116153479605,0.05313571132515902,0.011915426539628366,0.01988300141850358,-0.00014521212606778667,-0.05261402624783997,0.12938833979538017,-0.10698940181214726,-0.006195399835194172,-0.05388724895018158,0.04321162913176453
81,0.29389444,0.06940634837511488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.018895687095389847,0.0035233120712621227,0.014274094695537393,-0.004553287656422991,-0.013603272942503087,-0.03382465026882807,0.037215092354162774,0.009570676777830496,0.05392458287401248,0.011995693479815597,0.01986719449479463,-0.00016124601206811217,-0.05162100266588958,0.12749062227365882,-0.10709271532892052,-0.0058434231314751445,-0.054077401531285936,0.04342639179604418
