timestep_index,time_fs,tdc_total_1_per_ps,atom001_cart1_1_per_ps,atom001_cart2_1_per_ps,atom001_cart3_1_per_ps,atom002_cart1_1_per_ps,atom002_cart2_1_per_ps,atom002_cart3_1_per_ps,atom003_cart1_1_per_ps,atom003_cart2_1_per_ps,atom003_cart3_1_per_ps,atom004_cart1_1_per_ps,atom004_cart2_1_per_ps,atom004_cart3_1_per_ps,atom005_cart1_1_per_ps,atom005_cart2_1_per_ps,atom005_cart3_1_per_ps,atom006_cart1_1_per_ps,atom006_cart2_1_per_ps,atom006_cart3_1_per_ps,atom007_cart1_1_per_ps,atom007_cart2_1_per_ps,atom007_cart3_1_per_ps,atom008_cart1_1_per_ps,atom008_cart2_1_per_ps,atom008_cart3_1_per_ps,atom009_cart1_1_per_ps,atom009_cart2_1_per_ps,atom009_cart3_1_per_ps,atom010_cart1_1_per_ps,atom010_cart2_1_per_ps,atom010_cart3_1_per_ps,atom011_cart1_1_per_ps,atom011_cart2_1_per_ps,atom011_cart3_1_per_ps,atom012_cart1_1_per_ps,atom012_cart2_1_per_ps,atom012_cart3_1_per_ps,atom013_cart1_1_per_ps,atom013_cart2_1_per_ps,atom013_cart3_1_per_ps,atom014_cart1_1_per_ps,atom014_cart2_1_per_ps,atom014_cart3_1_per_ps,atom015_cart1_1_per_ps,atom015_cart2_1_per_ps,atom015_cart3_1_per_ps,atom016_cart1_1_per_ps,atom016_cart2_1_per_ps,atom016_cart3_1_per_ps,atom017_cart1_1_per_ps,atom017_cart2_1_per_ps,atom017_cart3_1_per_ps,atom018_cart1_1_per_ps,atom018_cart2_1_per_ps,atom018_cart3_1_per_ps,atom019_cart1_1_per_ps,atom019_cart2_1_per_ps,atom019_cart3_1_per_ps,atom020_cart1_1_per_ps,atom020_cart2_1_per_ps,atom020_cart3_1_per_ps,atom021_cart1_1_per_ps,atom021_cart2_1_per_ps,atom021_cart3_1_per_ps,atom022_cart1_1_per_ps,atom022_cart2_1_per_ps,atom022_cart3_1_per_ps,atom023_cart1_1_per_ps,atom023_cart2_1_per_ps,atom023_cart3_1_per_ps,atom024_cart1_1_per_ps,atom024_cart2_1_per_ps,atom024_cart3_1_per_ps,atom025_cart1_1_per_ps,atom025_cart2_1_per_ps,atom025_cart3_1_per_ps,atom026_cart1_1_per_ps,atom026_cart2_1_per_ps,atom026_cart3_1_per_ps,atom027_cart1_1_per_ps,atom027_cart2_1_per_ps,atom027_cart3_1_per_ps,atom028_cart1_1_per_ps,atom028_cart2_1_per_ps,atom028_cart3_1_per_ps,atom029_cart1_1_per_ps,atom029_cart2_1_per_ps,atom029_cart3_1_per_ps,atom030_cart1_1_per_ps,atom030_cart2_1_per_ps,atom030_cart3_1_per_ps
1,0.00362833,-25.92509106332127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04375694263292212,0.027627460315118986,-0.42907196026587874,-0.1312908322650793,0.7127597900552088,0.777905372352375,0.2670436797326311,-1.381827810392047,-0.2558090747303346,-0.2790057260400808,-0.5224383857688398,0.006879999907192146,-0.4843852842829277,-9.09884849170967,-13.250671891344707,0.956689652331633,1.0687186330801277,-3.9531231369289137
6,0.02176996,-25.279989983711356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.08954294102566421,0.028455783302105388,-0.4084824765188448,-0.15309972459321874,0.674293103735425,0.7223924455461214,0.3155544118086148,-1.365152194744127,-0.19359177396084798,-0.33681061429257,-0.5226632861160971,0.00850659245010052,-0.5250712192770804,-9.022376529948671,-12.775911686657246,0.83138714334851,1.1659537681279395,-3.8129166669471357
11,0.03991159,-24.62567950768348,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1355735872402935,0.028830789167072487,-0.3883870829769765,-0.17298377704024814,0.63502792454786,0.6548545525912891,0.36674015395517867,-1.3424968881411081,-0.1266758480422857,-0.3929023791408527,-0.5226748183905365,0.010132763104359753,-0.5647677229805693,-8.942850477061116,-12.30215767126334,0.7140837186622485,1.2599532818203538,-3.674979613735099
16,0.05805322,-23.962653614709705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18177853970024782,0.028770558452307467,-0.36871504325182525,-0.1908297236656523,0.5952136719445205,0.5759350656103388,0.42051251689147656,-1.3137155306865729,-0.05523343913353165,-0.4472399972151152,-0.5223324200199572,0.011759739891247114,-0.6034164898491841,-8.860377242208079,-11.830345367891898,0.6043426649016006,1.3505920734677594,-3.5393531916473897
21,0.07619485,-23.29191075782712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22811951603627267,0.028321858171646654,-0.3494853017453748,-0.20663376294615218,0.5551168417631898,0.48626768986616736,0.47683824014116294,-1.278893035385275,0.020565975094172798,-0.49977844031567015,-0.5216827562047127,0.013378156792872187,-0.6409725884129054,-8.775242230150376,-11.361522720740004,0.5020414145993047,1.4378777341146523,-3.4062273485060937
26,0.09433649,-22.613345656085666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2745192771798832,0.027509238286495027,-0.33069285469580134,-0.22030479449266627,0.5149420518016179,0.3863999823117676,0.5355149064832947,-1.2380111674494263,0.10055229134234493,-0.5504804206680444,-0.5207159391778449,0.014986212275209979,-0.6773285283876146,-8.687327099386637,-10.896198546632723,0.4070852120125,1.5217177362564374,-3.2755132131444613
31,0.11247812,-21.865708905445832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.32091236780485927,0.02636930934451997,-0.31236461718029584,-0.23182440015866915,0.4749212639660925,0.33815324964940663,0.5964908740436857,-1.1911302428967478,0.18453014268006285,-0.5993293900065135,-0.5193748865553375,0.016580007945078593,-0.7123881990139548,-8.596582369886583,-10.434813262409785,0.31933891352019633,1.601955149344701,-3.147152815636546
36,0.13061975,-21.172583449170595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36721776849945176,0.024941713354261527,-0.2945475201127553,-0.2410925749776344,0.4352472071556228,0.21955486214207656,0.6594444971480184,-1.1384118369093315,0.2722853420567498,-0.6462743351119082,-0.517651059259868,0.01815502022207856,-0.7460774441731555,-8.503238799153728,-9.978020390147895,0.23861117105561128,1.6784730257586922,-3.021200096716881
41,0.14876138,-20.473007195968986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41338105779984974,0.02326988103575829,-0.2772592990387846,-0.24810213727184355,0.3961015308596046,0.09281451400012519,0.7242572833675243,-1.079949555751436,0.3635777695393969,-0.691305290507123,-0.5156283843407251,0.01970253468994078,-0.7783951171506125,-8.407250111648393,-9.526389359805757,0.1647815769948052,1.751239760623423,-2.8978538493647408
46,0.16690301,-19.767208490159998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.45936037902780175,0.021385511899010248,-0.2604861606178884,-0.25274590717717627,0.35763587188808105,-0.04139736786544639,0.7907519972701089,-1.0159904762839462,0.45818477063740065,-0.734336391354716,-0.5132592887616202,0.02122129386927982,-0.8093159092441016,-8.308676092137537,-9.080252330098004,0.09760730865868865,1.8202314338689825,-2.7771271337389147
