timestep_index,time_fs,tdc_water1_total_1_per_ps,atom025_cart1_1_per_ps,atom025_cart2_1_per_ps,atom025_cart3_1_per_ps,atom026_cart1_1_per_ps,atom026_cart2_1_per_ps,atom026_cart3_1_per_ps,atom027_cart1_1_per_ps,atom027_cart2_1_per_ps,atom027_cart3_1_per_ps
1,0.00362833,0.9090094306155541,0.009869595507705583,0.01083523258999377,0.05193159717846269,0.006408603147218719,0.01264065092865393,0.7930389228443802,0.003490421221587503,-0.005592978432644828,0.02638738563019655
6,0.02176996,0.9038312108409539,0.009963818887223886,0.01046952271225416,0.05172397842806296,0.006207902708126134,0.01226313736331102,0.7875946328184681,0.003900315929288218,-0.005931897231968361,0.0276397992261879
11,0.03991159,0.8986374962039578,0.01005738742061297,0.01011172678085177,0.05152278920594251,0.006002015699872552,0.0118784007853064,0.7820621946796891,0.004296615193269207,-0.006197830726868653,0.02890419716528199
16,0.05805322,0.8934129698475318,0.01014984108040163,0.00975573245298457,0.05131691502070217,0.005790066868302511,0.01148726607766953,0.7764425733463551,0.004679679606373621,-0.006391219959116044,0.03018211535385874
21,0.07619485,0.8882059324612047,0.01024249677119567,0.009405286322274437,0.05110681755549498,0.005574468487206228,0.01109142653920972,0.7707737103827973,0.005050399081369115,-0.006513615655352985,0.03147494297701038
26,0.09433649,0.8829897618694077,0.01033434331662392,0.009056727635785978,0.05088922080034718,0.005354386838311311,0.01069106307120965,0.7650413359240854,0.005407843055332552,-0.006565973210143607,0.03278081443785531
31,0.11247812,0.8759739346470785,0.01042548080948443,0.00870984989899061,0.05066531262300822,0.005130714822565252,0.01028699394550512,0.7574544228623608,0.005752655241184442,-0.006549557268875655,0.03409806171285533
36,0.13061975,0.8707320167812103,0.010515271973058,0.008365600391426932,0.0504401747921773,0.004902444786060741,0.009879415771833752,0.7515872783150194,0.006082996896776348,-0.006465954873374079,0.03542478872823179
41,0.14876138,0.865468169280698,0.01060420064796961,0.008025669704425817,0.05021494003887478,0.004670390034553312,0.00946820420302138,0.7456426089106193,0.006399095079392754,-0.006316378521751434,0.03675943918359255
46,0.16690301,0.8601720028177995,0.01069280666243026,0.007688368925360569,0.04998574274464952,0.004433242286846095,0.009051993805214133,0.7396194883468042,0.006700608053111946,-0.00610325383727582,0.03810300583065861
