timestep_index,time_fs,tdc_water1_total_1_per_ps,atom025_cart1_1_per_ps,atom025_cart2_1_per_ps,atom025_cart3_1_per_ps,atom026_cart1_1_per_ps,atom026_cart2_1_per_ps,atom026_cart3_1_per_ps,atom027_cart1_1_per_ps,atom027_cart2_1_per_ps,atom027_cart3_1_per_ps
1,0.00362833,0.1834310850861804,0.01334764965099619,0.008945447669544001,0.006246262558892904,-0.00208345210541625,0.02574717567984279,0.1299995058788233,0.01107514412201195,-0.003543531819058544,-0.006303116549455903
6,0.02176996,0.1836607548267456,0.01339016183218382,0.008682077415487219,0.006272056982976506,-0.002140569889241659,0.02523241816134711,0.1296740546078159,0.01237668266199389,-0.003330788734089498,-0.006495338211727731
11,0.03991159,0.1838180109074019,0.01343334681321337,0.008424195825869351,0.006297738627187298,-0.002187267056280322,0.0246880714322606,0.1293206997695885,0.01363933403381924,-0.003111623651521732,-0.006686484886734473
16,0.05805322,0.1838984421889537,0.01347663635985811,0.008166554065850845,0.006322110310032003,-0.002222916094106152,0.02411518137936054,0.1289400495084754,0.0148654687134134,-0.002887434364551869,-0.006877207689378593
21,0.07619485,0.1839151767626778,0.01352178285835084,0.007912192247129543,0.00634499410501559,-0.002248263750204817,0.02351681156626579,0.1285373517071325,0.01605922528702681,-0.002660568115112519,-0.007068349142925872
26,0.09433649,0.1838606792484133,0.01356757320244025,0.007657851812552327,0.006366220807930152,-0.002262831090772496,0.02289245420822201,0.1281126764860578,0.01721896655350829,-0.002432793041563336,-0.007259439689961819
31,0.11247812,0.1843952528229639,0.01361403800903572,0.007403171697447811,0.006385758348531094,-0.0022667811422445,0.02224402816063642,0.1283236061885536,0.01834814034325614,-0.002205849151179841,-0.00745085963107252
36,0.13061975,0.1841833694743341,0.01366057066982899,0.007148879732700159,0.006404255396026794,-0.002259456344938592,0.02157097212371696,0.1278397842479961,0.01944212673272293,-0.001981552599407851,-0.007642210484311418
41,0.14876138,0.1838963568293397,0.0137078921413833,0.006896290447230599,0.006421901256546931,-0.002241049757851559,0.02087236520417856,0.1273312429196566,0.02050286914320058,-0.001761569913972612,-0.007833584611032628
46,0.16690301,0.1835264947867519,0.01375659707371945,0.006643753110734303,0.006438110625274443,-0.002210881367172787,0.02014563155318866,0.1267957725763864,0.02153078182427121,-0.001547809886628878,-0.008025460723020912
51,0.18504465,0.1830791662749678,0.01380739049958382,0.006391872482758811,0.006452939220057029,-0.0021694061411417,0.0193928817075069,0.1262369785072814,0.022525579186331,-0.001341774273182067,-0.008217294914227388
56,0.20318628,0.182550586082769,0.01385885878866098,0.006139370612242088,0.006466441997331299,-0.00211635591142145,0.01861317673340622,0.1256534921914293,0.02349064635175672,-0.001144795858660583,-0.00841024882197558
61,0.22132791,0.1819401352122262,0.0139096389995026,0.005887629735795478,0.006478733012493239,-0.002050936803866485,0.0178059365987723,0.1250451105649554,0.02442602275892207,-0.0009583572183045685,-0.008603642436043859
66,0.23946954,0.1812456419817136,0.01396212287918035,0.005635332766359266,0.00648939395226685,-0.001973390043218738,0.01697057878708818,0.1244112715099196,0.02533292424149139,-0.0007838973613045855,-0.008798694750068769
71,0.25761117,0.180463629309571,0.01401430418565581,0.00538327880721123,0.006498736601659469,-0.001883336028767461,0.01610534592401019,0.1237516902011393,0.02621108287394239,-0.0006226806872101474,-0.008994792568069733
76,0.2757528,0.1795942475771949,0.01406709111416839,0.005130649566176039,0.006507126155128428,-0.001780380009518949,0.01521098787325313,0.1230643115747922,0.02706281027716773,-0.0004759144904765316,-0.009192434483495514
81,0.29389444,0.1786344027100936,0.01412147281226675,0.004877251609977438,0.006514282093117149,-0.001665007346143708,0.01428643633551256,0.1223500049409872,0.02788612435366717,-0.0003448589967960985,-0.009391303092494818
86,0.31203607,0.1775834769438386,0.0141775187105636,0.004623383285676404,0.006520415855322493,-0.00153659130321794,0.01333090516273374,0.1216065791653295,0.02868372545216516,-0.0002306191212030018,-0.009591840263531463
91,0.3301777,0.1764423223263267,0.01423346969518392,0.004368482672423147,0.006525118813031557,-0.0013950590914578,0.01234528128842193,0.1208379918417101,0.02945507064321197,-0.0001342242139854582,-0.009793809322212634
96,0.34831933,0.175218926725444,0.01428967013572422,0.004113069921460617,0.006528437267591999,-0.00123975874917415,0.01133063204244553,0.1200471139941097,0.0302042491835021,-5.670417793631495e-05,-0.00999778289227967
101,0.36646096,0.1739154201022822,0.01434658039961819,0.003857071628601104,0.006530104865060217,-0.001071170922553009,0.01028826338295591,0.1192360452447194,0.03093096654136847,9.366725015871276e-07,-0.01020337770998962
106,0.3846026,0.1725312088334736,0.01440417114109592,0.003601256708310007,0.006530407984176168,-0.0008900962600918705,0.009219107177199619,0.1184032293837601,0.03163645156997651,3.77269185007112e-05,-0.01041104578945355
111,0.40274423,0.1710610444615036,0.01446280852132931,0.003343387226444751,0.006529278935572514,-0.0006963875726133794,0.008121943630292103,0.1175492713328606,0.03231848882114879,5.273359924445847e-05,-0.01062048003277561
116,0.42088586,0.1695022415293488,0.01452258039019458,0.00308430674078633,0.006526722662306548,-0.0004904509145417219,0.006996276268144666,0.1166711320627483,0.03297833528457675,4.514998600400567e-05,-0.01083181095087067
121,0.43902749,0.1678567805149689,0.01458294795256153,0.002824061128450737,0.006523285623383807,-0.0002707510152074661,0.005842508656116385,0.1157697091297154,0.03361578867784391,1.420941033640711e-05,-0.01104497904823184
126,0.45716912,0.166126555520962,0.0146441286495077,0.002562150033374428,0.006518707739796774,-3.753140505281643e-05,0.004660553480608868,0.1148465528239272,0.03423245884934223,-4.073231894845035e-05,-0.01125973233159385
131,0.47531076,0.1643104145905069,0.01470577736112434,0.00229844634895382,0.006512962633689338,0.0002091923044390717,0.003450917407732306,0.1139005791487684,0.0348286046194041,-0.0001203539037367336,-0.01147571132986769
136,0.49345239,0.1624096563952135,0.01476893199799727,0.002033184886865546,0.00650591949277503,0.0004692194831878535,0.002212977554931379,0.1129328270585944,0.03540472926993898,-0.0002251671074764304,-0.01169296624160044
141,0.51159402,0.1604200230165163,0.01483206983310086,0.001766138184180846,0.006497339983036139,0.0007426946198140935,0.000946954529999154,0.1119428802359726,0.0359595267781156,-0.0003557894726478088,-0.01191179167505512
146,0.52973565,0.1583448770064721,0.01489633220148209,0.001497524833366191,0.006487590052157169,0.001029080606849612,-0.0003456941894824475,0.1109327610197531,0.03649258240759845,-0.0005126677045105762,-0.01213263222074152
151,0.54787728,-0.1561860094634598,-0.01496160284769148,-0.001227825993710891,-0.006476495362626189,-0.001328005880087156,0.001664556226083053,-0.109901487474963,-0.03700667067978627,0.0006961230673140413,0.01235539948200812
156,0.56601892,-0.1539435793820589,-0.01502779315383148,-0.0009555204243859406,-0.006464157409980553,-0.001639717739144467,0.003009340751907745,-0.1088494939763513,-0.03750348583001933,0.0009066419553898254,0.01258060644435665
